"subscriptionId";"subscriptionName";"alertNotificationsState";"alertNotificationsminimalSeverity";"roles";"emails"
"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"Visual Studio Enterprise Subscription – MPN";"n/a";"n/a";"n/a";"n/a"
