"PEName";"PEId";"PELocation";"PEResourceGroup";"PESubscriptionName";"PESubscription";"PEMGPath";"PEConnectionType";"PEConnectionState";"CrossSubscriptionPE";"CrossTenantPE";"Resource";"ResourceType";"ResourceId";"TargetSubresource";"NICName";"FQDN";"ipAddresses";"ResourceResourceGroup";"ResourceSubscriptionName";"ResourceSubscriptionId";"ResourceMGPath";"ResourceCrossTenant";"Subnet";"SubnetId";"SubnetVNet";"SubnetVNetId";"SubnetVNetLocation";"SubnetVNetResourceGroup";"SubnetSubscriptionName";"SubnetSubscription";"SubnetMGPath"
"storage";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/rg-kjmn-weu-prod-01/providers/Microsoft.Network/privateEndpoints/storage";"westeurope";"rg-kjmn-weu-prod-01";"Visual Studio Enterprise Subscription – MPN";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"aa75eff7-49f7-4da2-a046-a86d8da21c56/es-root";"direct";"Disconnected";"False";"False";"stagolangschoolbenko";"Microsoft.Storage/storageAccounts";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/rg-golang-school/providers/Microsoft.Storage/storageAccounts/stagolangschoolbenko";"blob";"storage-nic";"";"";"rg-golang-school";"Visual Studio Enterprise Subscription – MPN";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"aa75eff7-49f7-4da2-a046-a86d8da21c56/es-root";"False";"aks-snet-blue";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/integration-test-rg/providers/Microsoft.Network/virtualNetworks/integration-test-vnet/subnets/aks-snet-blue";"integration-test-vnet";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/integration-test-rg/providers/Microsoft.Network/virtualNetworks/integration-test-vnet";"westeurope";"integration-test-rg";"Visual Studio Enterprise Subscription – MPN";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"aa75eff7-49f7-4da2-a046-a86d8da21c56/es-root"
