"type";"subscriptionId";"Resource";"Intent"
"microsoft.network/privateendpoints";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/rg-kjmn-weu-prod-01/providers/Microsoft.Network/privateEndpoints/storage";"misconfiguration"
