"Level";"MgId";"MgName";"MgParentId";"MgParentName";"subscriptionId";"subscriptionName";"PolicyAssignmentId";"PolicyAssignmentScopeName";"PolicyAssignmentDisplayName";"PolicyAssignmentDescription";"PolicyAssignmentEnforcementMode";"PolicyAssignmentNonComplianceMessages";"PolicyAssignmentNotScopes";"PolicyAssignmentParameters";"PolicyAssignmentMI";"AssignedBy";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"Effect";"PolicyNameClear";"PolicyAvailability";"PolicyDescription";"PolicyId";"PolicyVariant";"PolicyType";"PolicyIsALZ";"PolicyCategory";"Inheritance";"ExcludedScope";"RelatedRoleAssignmentsClear";"mgOrSubOrRG";"NonCompliantPolicies";"CompliantPolicies";"NonCompliantResources";"CompliantResources";"ConflictingResources";"ExemptionScope"
"1";"es-root";"es";"aa75eff7-49f7-4da2-a046-a86d8da21c56";"Tenant Root Group";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"Visual Studio Enterprise Subscription – MPN";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/providers/microsoft.authorization/policyassignments/securitycenterbuiltin";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"ASC Default (subscription: d15e24d4-e2d6-426e-ad94-8789e6c09f7c)";"This is the default set of policies monitored by Azure Security Center. It was automatically assigned as part of onboarding to Security Center. The default assignment contains only audit policies. For more information please visit https://aka.ms/ascpolicies";"Default";"";"n/a";"";"";"Security Center";"08/14/2022 20:46:25";"ObjectType: SP App EXT, ObjectDisplayName: Windows Azure Security Resource Provider, ObjectSignInName: n/a, ObjectId: 974c0d44-2ed5-4409-a3cb-c38741298f12 (rp)";"";"";"n/a";"Microsoft cloud security benchmark";"";"The Microsoft cloud security benchmark initiative represents the policies and controls implementing security recommendations defined in Microsoft cloud security benchmark, see https://aka.ms/azsecbm. This also serves as the Microsoft Defender for Cloud default policy initiative. You can directly assign this initiative, or manage its policies and compliance results within Microsoft Defender for Cloud.";"/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8";"PolicySet";"BuiltIn";"False";"Security Center";"thisScope Sub";"false";"none";"Sub";"30";"3";"6";"0";"0";"false"
