"Type";"PolicyName";"PolicyId";"PolicyVersion";"PolicyScope";"PolicyScopeId";"ALZPolicyName";"ALZVersion";"ALZState";"InTenant";"DetectedBy";"AzAdvertizerUrl"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-HDInsight";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-HDInsight.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-iotHub";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-iotHub.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-LoadBalancer";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-LoadBalancer.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-LogAnalytics";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-LogAnalytics.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-LogAnalytics";"2.2.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Diagnostics-LogAnalytics.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-LogicAppsISE";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-LogicAppsISE.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-MariaDB";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MariaDB.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-MediaService";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MediaService.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-MlWorkspace";"1.2.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MlWorkspace.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-MySQL";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-MySQL.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-NetworkSecurityGroups";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-NetworkSecurityGroups.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-NIC";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-NIC.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-PostgreSQL";"2.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-PostgreSQL.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-PowerBIEmbedded";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-PowerBIEmbedded.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-RedisCache";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-RedisCache.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-Relay";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Relay.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-SignalR";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-SignalR.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-SQLElasticPools";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-SQLElasticPools.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-SQLMI";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-SQLMI.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-TimeSeriesInsights";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-TimeSeriesInsights.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-TrafficManager";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-TrafficManager.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-VirtualNetwork";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VirtualNetwork.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-VM";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VM.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-VMSS";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VMSS.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-VNetGW";"1.1.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VNetGW.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-VWanS2SVPNGW";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-VWanS2SVPNGW.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-WebServerFarm";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WebServerFarm.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-Website";"1.2.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-Website.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-WVDAppGroup";"1.1.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WVDAppGroup.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-WVDHostPools";"1.3.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WVDHostPools.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Diagnostics-WVDWorkspace";"1.1.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Diagnostics-WVDWorkspace.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-FirewallPolicy";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-FirewallPolicy.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-LogicApp-TLS";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-LogicApp-TLS.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-Arc-SQL-DCR-Association";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-Arc-SQL-DCR-Association.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-Arc-Sql-DefenderSQL-DCR";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-Arc-Sql-DefenderSQL-DCR.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-Config";"7.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-MDFC-Config.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-Config_20240319";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-MDFC-Config_20240319.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-DefenderSQL-AMA";"1.0.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-MDFC-DefenderSQL-AMA.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-SQL-AMA";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-SQL-AMA.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-SQL-DefenderSQL";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-SQL-DefenderSQL.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MDFC-SQL-DefenderSQL-DCR";"1.0.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MDFC-SQL-DefenderSQL-DCR.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-MySQL-sslEnforcement";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-MySQL-sslEnforcement.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Nsg-FlowLogs";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Nsg-FlowLogs.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Nsg-FlowLogs-to-LA";"1.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Nsg-FlowLogs-to-LA.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-PostgreSQL-sslEnforcement";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-PostgreSQL-sslEnforcement.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Private-DNS-Generic";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Private-DNS-Generic.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Private-DNS-Zones";"2.2.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Private-DNS-Zones.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-AuditingSettings";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-AuditingSettings.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-SQL-minTLS";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-SQL-minTLS.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-Security";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Sql-Security.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-Security_20240529";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Deploy-Sql-Security_20240529.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-SecurityAlertPolicies";"1.1.1";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-SecurityAlertPolicies.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-Tde";"1.1.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-Tde.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-vulnerabilityAssessments";"1.0.1-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-vulnerabilityAssessments.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Sql-vulnerabilityAssessments_20230706";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Sql-vulnerabilityAssessments_20230706.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-SqlMi-minTLS";"1.2.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-SqlMi-minTLS.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Storage-sslEnforcement";"1.2.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Storage-sslEnforcement.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-UserAssignedManagedIdentity-VMInsights";"1.0.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-UserAssignedManagedIdentity-VMInsights.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Vm-autoShutdown";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Vm-autoShutdown.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-VNET-HubSpoke";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-VNET-HubSpoke.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Deploy-Windows-DomainJoin";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Deploy-Windows-DomainJoin.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-ACSB";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-ACSB.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-ALZ-Decomm";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-ALZ-Decomm.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-ALZ-Sandbox";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-ALZ-Sandbox.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Backup";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Backup.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Encryption-CMK";"3.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Encryption-CMK.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-EncryptTransit";"2.1.0-deprecated";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-EncryptTransit.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-EncryptTransit_20240509";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-EncryptTransit_20240509.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-APIM";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-APIM.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-AppServices";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-AppServices.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-Automation";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Automation.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-CognitiveServices";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-CognitiveServices.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-Compute";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Compute.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-ContainerApps";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ContainerApps.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-ContainerInstance";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ContainerInstance.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-ContainerRegistry";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ContainerRegistry.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-CosmosDb";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-CosmosDb.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-DataExplorer";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-DataExplorer.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-DataFactory";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-DataFactory.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-EventGrid";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-EventGrid.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-EventHub";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-EventHub.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-KeyVault";"2.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-KeyVault.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-KeyVault-Sup";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-KeyVault-Sup.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-Kubernetes";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Kubernetes.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-MachineLearning";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-MachineLearning.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-MySQL";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-MySQL.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-Network";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Network.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-OpenAI";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-OpenAI.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-PostgreSQL";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-PostgreSQL.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-ServiceBus";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-ServiceBus.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-SQL";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-SQL.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-Storage";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Storage.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-Synapse";"1.1.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-Synapse.html"
"PolicySet";"n/a";"n/a";"n/a";"n/a";"n/a";"Enforce-Guardrails-VirtualDesktop";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyinitiativesadvertizer/Enforce-Guardrails-VirtualDesktop.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Modify-NSG";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Modify-NSG.html"
"Policy";"n/a";"n/a";"n/a";"n/a";"n/a";"Modify-UDR";"1.0.0";"";"False";"ALZ GitHub repository";"https://www.azadvertizer.net/azpolicyadvertizer/Modify-UDR.html"
