"Subscription";"SubscriptionId";"QuotaId";"ManagementGroupPath";"RoleAssignmentLimit";"Tags";"Owner(atScope)Direct";"Owner(atScope)Indirect";"Owner(PIMEligibleAtScope)";"UserAccessAdministrator(atScope)Direct";"UserAccessAdministrator(atScope)Indirect";"UserAccessAdministrator(PIMEligibleAtScope)";"MDfCScore";"MDfCEmailNotificationsState";"MDfCEmailNotificationsSeverity";"MDfCEmailNotificationsRoles";"MDfCEmailNotificationsEmails";"AdvisorScore";"AdvisorCostScore";"AdvisorHighAvailabilityScore";"AdvisorOperationalExcellenceScore";"AdvisorPerformanceScore"
"Visual Studio Enterprise Subscription – MPN";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"MSDN_2014-09-01";"aa75eff7-49f7-4da2-a046-a86d8da21c56/es-root";"4000";"";"2";"0";"";"1";"0";"";"41.18% (14 of 34 points)";"n/a";"n/a";"n/a";"n/a";"100";"100";"100";"100";"100"
