"SubscriptionName";"Subscription";"MGPath";"VNet";"VNetId";"VNetResourceGroup";"Location";"SubnetName";"SubnetId";"SubnetNet";"SubnetPrefix";"Subnetmask";"Range";"ConnectedDevices";"AvailableIPAddresses";"UsedIPAddressesPercent";"SubnetIPAddressUsageCritical";"PrivateEndpointNetworkPolicies";"PrivateLinkServiceNetworkPolicies";"ServiceEndpointsCount";"ServiceEndpoints";"Delegation";"NetworkSecurityGroup";"RouteTable";"NatGateway";"PrivateEndpoints"
"Visual Studio Enterprise Subscription – MPN";"d15e24d4-e2d6-426e-ad94-8789e6c09f7c";"aa75eff7-49f7-4da2-a046-a86d8da21c56/es-root";"integration-test-vnet";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/integration-test-rg/providers/Microsoft.Network/virtualNetworks/integration-test-vnet";"integration-test-rg";"westeurope";"aks-snet-blue";"/subscriptions/d15e24d4-e2d6-426e-ad94-8789e6c09f7c/resourceGroups/integration-test-rg/providers/Microsoft.Network/virtualNetworks/integration-test-vnet/subnets/aks-snet-blue";"192.168.0.0";"24";"255.255.255.0";"192.168.0.0 - 192.168.0.255";"1";"250";"0.4 %";"False";"Disabled";"Enabled";"0";"";"";;;"";"1"
